ONET_SOC_CODE,ELEMENT_ID,ELEMENT_NAME,SCALE_ID,CATEGORY,DATA_VALUE,N,STANDARD_ERROR,LOWER_CI_BOUND,UPPER_CI_BOUND,RECOMMEND_SUPPRESS,DATE,DOMAIN_SOURCE
13-2072.00,3.A.3,On-the-Job Training,OJ,1.0,0.0,22,0.0,,,N,08/2020,Incumbent
13-2072.00,3.A.3,On-the-Job Training,OJ,2.0,15.07,22,10.5032,3.1175,49.4384,N,08/2020,Incumbent
13-2072.00,3.A.3,On-the-Job Training,OJ,3.0,22.15,22,10.7788,7.1982,51.0755,N,08/2020,Incumbent
13-2072.00,3.A.3,On-the-Job Training,OJ,4.0,1.12,22,1.1426,0.1332,8.808,N,08/2020,Incumbent
13-2072.00,3.A.3,On-the-Job Training,OJ,5.0,32.37,22,11.9348,13.3484,59.7956,N,08/2020,Incumbent
13-2072.00,3.A.3,On-the-Job Training,OJ,6.0,19.06,22,9.4205,6.2004,45.6043,N,08/2020,Incumbent
13-2072.00,3.A.3,On-the-Job Training,OJ,7.0,3.94,22,4.0207,0.4492,27.1852,N,08/2020,Incumbent
13-2072.00,3.A.3,On-the-Job Training,OJ,8.0,6.29,22,4.5304,1.3395,24.92,N,08/2020,Incumbent
13-2072.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,22,0.0,,,N,08/2020,Incumbent
13-2072.00,3.A.4.a,Apprenticeship,IM,,2.1,22,0.2067,1.6703,2.5302,N,08/2020,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,1.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,2.0,23.17,23,14.3192,5.3823,61.5255,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,3.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,4.0,13.7,23,10.9329,2.2776,51.935,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,5.0,25.59,23,9.2145,11.1927,48.4032,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,6.0,33.61,23,9.42,17.4185,54.854,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,7.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,8.0,3.7,23,4.1053,0.3496,29.5643,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,9.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,10.0,0.24,23,0.2526,0.0271,2.0948,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,11.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,2.D.1,Required Level of Education,RL,12.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,2.D.4.a,Job-Related Professional Certification,IM,,2.93,23,0.359,2.1902,3.6793,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,1.0,0.59,23,0.4637,0.1137,2.9759,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,2.0,10.35,23,10.1842,1.1721,52.9253,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,3.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,4.0,4.94,23,4.8868,0.5966,31.0267,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,5.0,22.52,23,12.1025,6.4549,55.0553,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,6.0,40.81,23,9.9374,22.7028,61.8038,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,7.0,0.79,23,0.5603,0.1822,3.3823,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,8.0,3.83,23,4.0261,0.4107,27.7667,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,9.0,3.7,23,4.1053,0.3496,29.5643,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,10.0,10.59,23,8.7713,1.7059,44.7126,N,08/2022,Incumbent
13-2081.00,3.A.1,Related Work Experience,RW,11.0,1.88,23,1.9093,0.2237,14.0786,N,08/2022,Incumbent
13-2081.00,3.A.2,On-Site or In-Plant Training,PT,1.0,24.52,23,9.3583,10.2198,48.1075,N,08/2022,Incumbent
13-2081.00,3.A.2,On-Site or In-Plant Training,PT,2.0,18.81,23,9.3628,6.0992,45.2397,N,08/2022,Incumbent
13-2081.00,3.A.2,On-Site or In-Plant Training,PT,3.0,10.7,23,10.2024,1.2913,52.316,N,08/2022,Incumbent
13-2081.00,3.A.2,On-Site or In-Plant Training,PT,4.0,25.88,23,14.7513,6.6192,63.2429,N,08/2022,Incumbent
13-2081.00,3.A.2,On-Site or In-Plant Training,PT,5.0,6.13,23,4.8301,1.1316,27.1351,N,08/2022,Incumbent
13-2081.00,3.A.2,On-Site or In-Plant Training,PT,6.0,12.08,23,8.8792,2.3693,43.7559,N,08/2022,Incumbent
13-2081.00,3.A.2,On-Site or In-Plant Training,PT,7.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,3.A.2,On-Site or In-Plant Training,PT,9.0,1.88,23,1.9093,0.2237,14.0786,N,08/2022,Incumbent
13-2081.00,3.A.3,On-the-Job Training,OJ,1.0,3.14,23,3.0012,0.4182,20.0453,N,08/2022,Incumbent
13-2081.00,3.A.3,On-the-Job Training,OJ,2.0,3.58,23,3.9772,0.3382,28.8501,N,08/2022,Incumbent
13-2081.00,3.A.3,On-the-Job Training,OJ,3.0,10.83,23,10.2149,1.3373,52.1292,N,08/2022,Incumbent
13-2081.00,3.A.3,On-the-Job Training,OJ,4.0,34.81,23,14.3559,12.5684,66.4731,N,08/2022,Incumbent
13-2081.00,3.A.3,On-the-Job Training,OJ,5.0,33.68,23,9.4196,17.4784,54.9099,N,08/2022,Incumbent
13-2081.00,3.A.3,On-the-Job Training,OJ,6.0,12.08,23,8.8792,2.3693,43.7559,N,08/2022,Incumbent
13-2081.00,3.A.3,On-the-Job Training,OJ,7.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,3.A.3,On-the-Job Training,OJ,8.0,0.0,23,0.0,,,N,08/2022,Incumbent
13-2081.00,3.A.3,On-the-Job Training,OJ,9.0,1.88,23,1.9093,0.2237,14.0786,N,08/2022,Incumbent
13-2081.00,3.A.4.a,Apprenticeship,IM,,1.94,23,0.2295,1.4615,2.4132,N,08/2022,Incumbent
13-2082.00,2.D.1,Required Level of Education,RL,1.0,4.55,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,2.0,31.82,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,3.0,13.64,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,4.0,18.18,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,5.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,6.0,31.82,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,7.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,8.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,9.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,10.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,11.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.1,Required Level of Education,RL,12.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,2.D.4.a,Job-Related Professional Certification,IM,,3.5,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,1.0,27.27,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,2.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,3.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,4.0,4.55,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,5.0,13.64,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,6.0,22.73,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,7.0,18.18,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,8.0,9.09,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,9.0,4.55,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,10.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.1,Related Work Experience,RW,11.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.2,On-Site or In-Plant Training,PT,1.0,9.09,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.2,On-Site or In-Plant Training,PT,2.0,18.18,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.2,On-Site or In-Plant Training,PT,3.0,22.73,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.2,On-Site or In-Plant Training,PT,4.0,27.27,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.2,On-Site or In-Plant Training,PT,5.0,18.18,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.2,On-Site or In-Plant Training,PT,6.0,4.55,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.2,On-Site or In-Plant Training,PT,7.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.3,On-the-Job Training,OJ,1.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.3,On-the-Job Training,OJ,2.0,18.18,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.3,On-the-Job Training,OJ,3.0,36.36,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.3,On-the-Job Training,OJ,4.0,13.64,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.3,On-the-Job Training,OJ,5.0,22.73,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.3,On-the-Job Training,OJ,6.0,4.55,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.3,On-the-Job Training,OJ,7.0,4.55,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.3,On-the-Job Training,OJ,8.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,22,,,,,08/2020,Occupational Expert
13-2082.00,3.A.4.a,Apprenticeship,IM,,2.27,22,,,,,08/2020,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,1.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,2.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,3.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,4.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,5.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,6.0,35.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,7.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,8.0,60.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,9.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,10.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,11.0,5.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.1,Required Level of Education,RL,12.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,2.D.4.a,Job-Related Professional Certification,IM,,2.65,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,1.0,10.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,2.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,3.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,4.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,5.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,6.0,20.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,7.0,35.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,8.0,25.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,9.0,5.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,10.0,5.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.1,Related Work Experience,RW,11.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.2,On-Site or In-Plant Training,PT,1.0,30.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.2,On-Site or In-Plant Training,PT,2.0,10.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.2,On-Site or In-Plant Training,PT,3.0,20.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.2,On-Site or In-Plant Training,PT,4.0,25.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.2,On-Site or In-Plant Training,PT,5.0,5.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.2,On-Site or In-Plant Training,PT,6.0,5.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.2,On-Site or In-Plant Training,PT,7.0,5.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.3,On-the-Job Training,OJ,1.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.3,On-the-Job Training,OJ,2.0,10.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.3,On-the-Job Training,OJ,3.0,10.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.3,On-the-Job Training,OJ,4.0,20.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.3,On-the-Job Training,OJ,5.0,30.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.3,On-the-Job Training,OJ,6.0,10.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.3,On-the-Job Training,OJ,7.0,15.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.3,On-the-Job Training,OJ,8.0,5.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.3,On-the-Job Training,OJ,9.0,0.0,20,,,,,08/2023,Occupational Expert
13-2099.01,3.A.4.a,Apprenticeship,IM,,1.8,20,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,1.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,2.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,3.0,4.17,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,4.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,5.0,4.17,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,6.0,75.0,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,7.0,8.33,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,8.0,8.33,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,9.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,10.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,11.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.1,Required Level of Education,RL,12.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,2.D.4.a,Job-Related Professional Certification,IM,,3.62,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,1.0,4.17,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,2.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,3.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,4.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,5.0,4.17,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,6.0,29.17,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,7.0,37.5,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,8.0,16.67,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,9.0,4.17,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,10.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.1,Related Work Experience,RW,11.0,4.17,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.2,On-Site or In-Plant Training,PT,1.0,12.5,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.2,On-Site or In-Plant Training,PT,2.0,29.17,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.2,On-Site or In-Plant Training,PT,3.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.2,On-Site or In-Plant Training,PT,4.0,16.67,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.2,On-Site or In-Plant Training,PT,5.0,12.5,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.2,On-Site or In-Plant Training,PT,6.0,16.67,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.2,On-Site or In-Plant Training,PT,7.0,8.33,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.2,On-Site or In-Plant Training,PT,8.0,4.17,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.3,On-the-Job Training,OJ,1.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.3,On-the-Job Training,OJ,2.0,20.83,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.3,On-the-Job Training,OJ,3.0,8.33,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.3,On-the-Job Training,OJ,4.0,16.67,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.3,On-the-Job Training,OJ,5.0,33.33,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.3,On-the-Job Training,OJ,6.0,8.33,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.3,On-the-Job Training,OJ,7.0,4.17,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.3,On-the-Job Training,OJ,8.0,8.33,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.3,On-the-Job Training,OJ,9.0,0.0,24,,,,,08/2023,Occupational Expert
13-2099.04,3.A.4.a,Apprenticeship,IM,,2.25,24,,,,,08/2023,Occupational Expert
15-1211.00,2.D.1,Required Level of Education,RL,1.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,2.0,0.77,20,0.8145,0.0849,6.6917,N,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,3.0,0.54,20,0.5769,0.059,4.8385,N,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,4.0,4.62,20,3.6812,0.8364,21.7698,N,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,5.0,50.71,20,19.6809,16.5236,84.2412,Y,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,6.0,41.93,20,18.4827,12.8481,77.956,Y,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,7.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,8.0,1.42,20,1.4976,0.1545,11.8782,N,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,9.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,10.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,11.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,2.D.1,Required Level of Education,RL,12.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,2.D.4.a,Job-Related Professional Certification,IM,,2.22,20,0.3873,1.4095,3.0307,N,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,1.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,2.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,3.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,4.0,28.37,20,21.3106,4.2263,78.0527,Y,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,5.0,3.05,20,3.1585,0.3362,22.7164,N,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,6.0,5.73,20,4.2867,1.1393,24.2484,N,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,7.0,27.0,20,13.9992,7.7165,62.0555,N,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,8.0,30.81,20,15.2658,9.0496,66.5948,N,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,9.0,3.61,20,3.9639,0.3448,28.8766,N,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,10.0,1.42,20,1.4976,0.1545,11.8782,N,08/2023,Incumbent
15-1211.00,3.A.1,Related Work Experience,RW,11.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,3.A.2,On-Site or In-Plant Training,PT,1.0,48.76,20,18.3675,16.9605,81.5924,Y,08/2023,Incumbent
15-1211.00,3.A.2,On-Site or In-Plant Training,PT,2.0,2.99,20,2.0847,0.6812,12.1796,N,08/2023,Incumbent
15-1211.00,3.A.2,On-Site or In-Plant Training,PT,3.0,4.3,20,3.8612,0.6279,24.2442,N,08/2023,Incumbent
15-1211.00,3.A.2,On-Site or In-Plant Training,PT,4.0,24.39,20,16.5261,4.7131,67.7925,N,08/2023,Incumbent
15-1211.00,3.A.2,On-Site or In-Plant Training,PT,5.0,0.77,20,0.8145,0.0849,6.6917,N,08/2023,Incumbent
15-1211.00,3.A.2,On-Site or In-Plant Training,PT,6.0,7.22,20,4.8191,1.6986,25.9655,N,08/2023,Incumbent
15-1211.00,3.A.2,On-Site or In-Plant Training,PT,7.0,11.56,20,11.6122,1.197,58.4893,N,08/2023,Incumbent
15-1211.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,3.A.3,On-the-Job Training,OJ,1.0,4.48,20,3.604,0.7965,21.4762,N,08/2023,Incumbent
15-1211.00,3.A.3,On-the-Job Training,OJ,2.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,3.A.3,On-the-Job Training,OJ,3.0,23.89,20,13.6808,6.1023,60.2548,N,08/2023,Incumbent
15-1211.00,3.A.3,On-the-Job Training,OJ,4.0,17.83,20,15.4612,2.3296,66.3903,Y,08/2023,Incumbent
15-1211.00,3.A.3,On-the-Job Training,OJ,5.0,29.84,20,21.0278,4.9399,77.6832,Y,08/2023,Incumbent
15-1211.00,3.A.3,On-the-Job Training,OJ,6.0,12.4,20,5.1713,4.9693,27.7165,N,08/2023,Incumbent
15-1211.00,3.A.3,On-the-Job Training,OJ,7.0,11.56,20,11.6122,1.197,58.4893,N,08/2023,Incumbent
15-1211.00,3.A.3,On-the-Job Training,OJ,8.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,20,0.0,,,N,08/2023,Incumbent
15-1211.00,3.A.4.a,Apprenticeship,IM,,1.39,20,0.1631,1.0454,1.7281,N,08/2023,Incumbent
15-1211.01,2.D.1,Required Level of Education,RL,1.0,0.0,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,2.0,0.0,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,3.0,4.76,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,4.0,0.0,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,5.0,4.76,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,6.0,19.05,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,7.0,9.52,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,8.0,52.38,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,9.0,4.76,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,10.0,0.0,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,11.0,4.76,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.1,Required Level of Education,RL,12.0,0.0,21,,,,,08/2024,Occupational Expert
15-1211.01,2.D.4.a,Job-Related Professional Certification,IM,,3.14,21,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,1.0,5.0,20,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,2.0,0.0,20,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,3.0,0.0,20,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,4.0,0.0,20,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,5.0,5.0,20,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,6.0,25.0,20,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,7.0,40.0,20,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,8.0,25.0,20,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,9.0,0.0,20,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,10.0,0.0,20,,,,,08/2024,Occupational Expert
15-1211.01,3.A.1,Related Work Experience,RW,11.0,0.0,20,,,,,08/2024,Occupational Expert
